NmdID,NmdFullNam,NmdCod,GrpID,TblID,BseVol,NmdCod2,Sts,NmdNamCod,Tbl,NmdNam,NmdUrlID,PrcntOsc,StckCnt,FloatPrcnt,FloatStckCnt,Expr,SubSet
1,كنتورسازي‌ايران‌,IRO1CONT0001,33,NULL,NULL,NULL,1,آكنتور,NULL,آکنتور,44834847569322522,0.05,200000000,35.00,70000000.00,NULL,NULL
2,ذغال‌سنگ‌ نگين‌ ط‌بس‌,IRO1TBAS0001,10,NULL,1765724,8977369674477111,1,كطبس,NULL,کطبس,8977369674477111,0.05,185000000,46.00,85100000.00,NULL,NULL
3,تامين‌ ماسه‌ ريخته‌گري‌,IRO1TAMI0001,14,NULL,1248564,67690708346979840,1,كماسه,NULL,کماسه,67690708346979840,0.05,162000000,87.00,140940000.00,NULL,NULL
4,معادن‌منگنزايران‌,IRO1MNGZ0001,13,NULL,950534,50341528161302545,1,كمنگنز,NULL,کمنگنز,50341528161302545,0.05,202400000,54.00,109296000.00,NULL,NULL
5,توسعه معدني و صنعتي صبانور,IRO1KNRZ0001,13,NULL,3487480,20411759370751096,1,كنور,NULL,کنور,20411759370751096,0.05,2940000000,14.00,411600000.00,NULL,NULL
6,معدني‌ دماوند,IRO1DMVN0001,13,NULL,545096,3623921205367364,1,كدما,NULL,کدما,3623921205367364,0.05,30000000,19.00,5700000.00,NULL,NULL
7,توسعه‌ معادن‌ روي‌ ايران‌,IRO1ROOI0001,13,NULL,3234990,22787503301679573,1,كروي,NULL,کروی,22787503301679573,0.05,2410000000,47.00,1132700000.00,NULL,NULL
8,معدني و صنعتي گل گهر,IRO1GOLG0001,13,NULL,11522950,35700344742885862,1,كگل,NULL,کگل,35700344742885862,0.05,48000000000,16.00,7680000000.00,NULL,NULL
9,توسعه‌معادن‌وفلزات‌,IRO1MADN0001,13,NULL,20975354,58931793851445922,1,ومعادن,NULL,ومعادن,58931793851445922,0.05,40300000000,18.00,7254000000.00,NULL,NULL
10,باما,IRO1BAMA0001,13,NULL,1775947,4942127026063388,1,كاما,NULL,کاما,4942127026063388,0.05,1000000000,31.00,310000000.00,NULL,NULL
11,معادن‌ بافق‌,IRO1BAFG0001,13,NULL,1625223,NULL,1,كبافق,NULL,کبافق,43256212620530446,0.05,202500000,23.00,46575000.00,NULL,NULL
12,معدني‌وصنعتي‌چادرملو,IRO1CHML0001,13,NULL,16884762,18027801615184692,1,كچاد,NULL,کچاد,18027801615184692,0.05,44000000000,10.00,4400000000.00,NULL,NULL
13,توسعه صنعت نفت و گاز پرشيا,IRO1PERS0001,11,NULL,NULL,NULL,1,پرشيا,NULL,پرشیا,10497143354080476,0.05,2000000000,0.00,0.00,NULL,NULL
14,حفاري شمال,IRO1HSHM0001,11,NULL,6254691,28809886765682162,1,حفاري,NULL,حفاری,28809886765682162,0.05,5210000000,13.00,677300000.00,NULL,NULL
15,داده گسترعصرنوين-هاي وب,IRO1HWEB0001,73,NULL,NULL,NULL,1,هاي وب,NULL,های وب,43362635835198978,0.05,4000000000,24.00,960000000.00,NULL,NULL
16,سرمايه‌گذاري‌توسعه‌آذربايجان‌,IRO1TAZB0001,70,NULL,1481306,1358190916156744,1,وآذر,NULL,وآذر,1358190916156744,0.05,200000000,61.00,122000000.00,NULL,NULL
17,توسعه‌شهري‌توس‌گستر,IRO1TGOS0001,70,NULL,9365050,68117765376081366,1,وتوس,NULL,وتوس,68117765376081366,0.05,NULL,NULL,NULL,NULL,NULL
18,سرمايه‌ گذاري‌ ساختمان‌ايران‌,IRO1SAKH0001,70,NULL,2501876,25514780181345713,1,وساخت,NULL,وساخت,25514780181345713,0.05,1090000000,36.00,392400000.00,NULL,NULL
19,توريستي ورفاهي آبادگران ايران,IRO1ABAD0001,70,NULL,3557959,59612098290740355,1,ثاباد,NULL,ثاباد,59612098290740355,0.05,240000000,48.00,115200000.00,NULL,NULL
20,بين‌المللي‌توسعه‌ساختمان,IRO1BSTE0001,70,NULL,12042389,17800036702302776,1,ثاخت,NULL,ثاخت,17800036702302776,0.05,6000000000,8.00,480000000.00,NULL,NULL
21,سخت‌ آژند,IRO1SAJN0001,70,9,219974,22215980602177059,1,ثاژن,بازار پایه ب,ثاژن,40650252484299134,0.05,NULL,NULL,NULL,NULL,NULL
22,ساختمان‌ اصفهان‌,IRO1SESF0001,70,9,NULL,NULL,1,ثاصفا,بازار پایه ب,ثاصفا,7503669593172728,0.10,NULL,NULL,NULL,NULL,NULL
23,سامان‌ گستراصفهان‌,IRO1SGOS0001,70,NULL,3434066,NULL,1,ثامان,NULL,ثامان,66456062140680461,0.05,221940000,51.00,113189400.00,NULL,NULL
24,سرمايه‌ گذاري‌ شاهد,IRO1SAHD0001,70,NULL,11745361,63481599728522324,1,ثشاهد,NULL,ثشاهد,63481599728522324,0.05,4010000000,15.00,601500000.00,NULL,NULL
25,سرمايه گذاري مسكن شمال شرق,IRO1PMSZ0001,70,NULL,11153246,6043384171800349,1,ثشرق,NULL,ثشرق,6043384171800349,0.05,900000000,27.00,243000000.00,NULL,NULL
26,عمران‌وتوسعه‌فارس‌,IRO1OFRS0001,70,NULL,6459948,30852391633490755,1,ثفارس,NULL,ثفارس,30852391633490755,0.05,1800000000,60.00,1080000000.00,NULL,NULL
27,سرمايه‌گذاري‌ مسكن‌,IRO1MSKN0001,70,NULL,12230920,3863538898378476,1,ثمسكن,NULL,ثمسکن,3863538898378476,0.05,5500000000,24.00,1320000000.00,NULL,NULL
28,بين المللي ساختمان و صنعت ملي,IRO1BMLI0001,70,NULL,NULL,NULL,1,ثملي,NULL,ثملی,8403167990439117,0.05,900000000,0.00,0.00,NULL,NULL
29,نوسازي‌وساختمان‌تهران‌,IRO1NSTH0001,70,NULL,8244023,32845891587040106,1,ثنوسا,NULL,ثنوسا,32845891587040106,0.05,2630000000,37.00,973100000.00,NULL,NULL
30,افست‌,IRO1OFST0001,22,NULL,3011504,23936607891892333,1,چافست,NULL,چافست,23936607891892333,0.05,990000000,27.00,267300000.00,NULL,NULL
31,بانك خاورميانه,IRO1BKHZ0001,57,NULL,7179782,47333458678352378,1,وخاور,NULL,وخاور,47333458678352378,0.05,10000000000,91.00,9100000000.00,NULL,NULL
32,بانك سينا,IRO1VSIN0001,57,NULL,11425960,45050389997905274,1,وسينا,NULL,وسینا,45050389997905274,0.05,10000000000,13.00,1300000000.00,NULL,NULL
33,بانك‌ كارآفرين‌,IRO1KRAF0001,57,NULL,9516559,47996917271187218,1,وكار,NULL,وکار,47996917271187218,0.05,8500000000,27.00,2295000000.00,NULL,NULL
34,بانك‌اقتصادنوين‌,IRO1NOVN0001,57,NULL,12490632,47302318535715632,1,ونوين,NULL,ونوین,47302318535715632,0.05,13130000000,16.00,2100800000.00,NULL,NULL
35,پست بانك ايران,IRO1BPST0001,57,NULL,7275902,22087269603540841,1,وپست,NULL,وپست,22087269603540841,0.05,3230000000,19.00,613700000.00,NULL,NULL
36,بانك تجارت,IRO1BTEJ0001,57,NULL,89570451,63917421733088077,1,وتجارت,NULL,وتجارت,63917421733088077,0.05,223930000000,25.00,55982500000.00,NULL,NULL
37,بانك صادرات ايران,IRO1BSDR0001,57,NULL,70141589,28320293733348826,1,وبصادر,NULL,وبصادر,28320293733348826,0.05,175350000000,13.00,22795500000.00,NULL,NULL
38,بانك ملت,IRO1BMLT0001,57,NULL,14675309,778253364357513,1,وبملت,NULL,وبملت,778253364357513,0.05,50000000000,28.00,14000000000.00,NULL,NULL
39,بانك‌پارسيان‌,IRO1BPAR0001,57,NULL,8748906,33293588228706998,1,وپارس,NULL,وپارس,33293588228706998,0.05,23760000000,18.00,4276800000.00,NULL,NULL
40,بانك پاسارگاد,IRO1BPAS0001,57,NULL,20160000,9536587154100457,1,وپاسار,NULL,وپاسار,9536587154100457,0.05,50400000000,41.00,20664000000.00,NULL,NULL
41,بانك انصار,IRO1BANS0001,57,NULL,NULL,NULL,1,وانصار,NULL,وانصار,49776615757150035,0.05,10000000000,12.00,1200000000.00,NULL,NULL
42,بيمه ملت,IRO1BMEL0001,66,NULL,6482562,13611044044646901,1,ملت,NULL,ملت,13611044044646901,0.05,2850000000,9.00,256500000.00,NULL,NULL
43,بيمه ما,IRO1BVMA0001,66,NULL,7864108,29860265627578401,1,ما,NULL,ما,29860265627578401,0.05,1500000000,20.00,300000000.00,NULL,NULL
44,بيمه دانا,IRO1BDAN0001,66,NULL,10392850,48511238766369097,1,دانا,NULL,دانا,48511238766369097,0.05,1500000000,22.00,330000000.00,NULL,NULL
45,بيمه پارسيان,IRO1IPAR0001,66,NULL,6923290,9481703061634967,1,پارسيان,NULL,پارسیان,9481703061634967,0.05,4000000000,17.00,680000000.00,NULL,NULL
46,بيمه البرز,IRO1BALB0001,66,NULL,9291953,70270965300262393,1,البرز,NULL,البرز,70270965300262393,0.05,4000000000,11.00,440000000.00,NULL,NULL
47,بيمه آسيا,IRO1ASIA0001,66,NULL,6125199,51106317433079213,1,آسيا,NULL,آسیا,51106317433079213,0.05,2300000000,10.00,230000000.00,NULL,NULL
48,كشتيراني جمهوري اسلامي ايران,IRO1KSHJ0001,60,NULL,6557200,60610861509165508,1,حكشتي,NULL,حکشتی,60610861509165508,0.05,16390000000,6.00,983400000.00,NULL,NULL
49,حمل و نقل پتروشيمي( سهامي عام,IRO1HJPT0001,60,NULL,1639237,16369313804633525,1,حپترو,NULL,حپترو,16369313804633525,0.05,200000000,17.00,34000000.00,NULL,NULL
50,تايدواترخاورميانه,IRO1TAYD0001,60,NULL,3679447,3722699128879020,1,حتايد,NULL,حتاید,3722699128879020,0.05,1000000000,31.00,310000000.00,NULL,NULL
51,حمل‌ونقل‌توكا,IRO1HTOK0001,60,NULL,2545825,22260326095996531,1,حتوكا,NULL,حتوکا,22260326095996531,0.05,330000000,49.00,161700000.00,NULL,NULL
52,حمل و نقل بين المللي خليج فارس,IRO1HFRS0001,60,NULL,9769441,35424116338766901,1,حفارس,NULL,حفارس,35424116338766901,0.05,2520000000,29.00,730800000.00,NULL,NULL
53,كنترل‌خوردگي‌تكين‌كو,IRO1TKIN0001,74,NULL,2083333,3823243780502959,1,رتكو,NULL,رتکو,3823243780502959,0.05,200000000,52.00,104000000.00,NULL,NULL
54,گروه مپنا (سهامي عام),IRO1MAPN0001,74,NULL,8163821,67126881188552864,1,رمپنا,NULL,رمپنا,67126881188552864,0.05,27000000000,10.00,2700000000.00,NULL,NULL
55,اوراق مشاركت ايران‌ خودرو,IRB5IKCO8751,34,NULL,NULL,NULL,0,18719101,NULL,18719101,NULL,0.05,NULL,NULL,NULL,NULL,1
56,سايپاآذين‌,IRO1AZIN0001,34,NULL,11203227,42075223783409640,1,خاذين,NULL,خاذین,42075223783409640,0.05,2650000000,46.00,1219000000.00,NULL,NULL
57,آهنگري‌ تراكتورسازي‌ ايران‌,IRO1ATIR0001,34,NULL,6854010,7483280423474368,1,خاهن,NULL,خاهن,7483280423474368,0.05,2740000000,NULL,NULL,NULL,NULL
58,ايران‌ خودروديزل‌,IRO1KAVR0001,34,9,NULL,NULL,1,خاور,بازار پایه ب,خاور,16315910303613772,0.10,NULL,NULL,NULL,NULL,NULL
59,گروه‌بهمن‌,IRO1BHMN0001,34,NULL,13430030,26824673819862694,1,خبهمن,NULL,خبهمن,26824673819862694,0.05,10000000000,28.00,2800000000.00,NULL,NULL
60,پارس‌ خودرو,IRO1PKOD0001,34,NULL,21294719,42354736493447489,1,خپارس,NULL,خپارس,42354736493447489,0.05,22720000000,21.00,4771200000.00,NULL,NULL
61,سازه‌ پويش‌,IRO1SZPO0001,34,NULL,639910,4758266259250794,1,خپويش,NULL,خپویش,4758266259250794,0.05,100000000,13.00,13000000.00,NULL,NULL
62,ريخته‌گري‌ تراكتورسازي‌ ايران‌,IRO1RTIR0001,34,NULL,2706946,22903901709044823,1,ختراك,NULL,ختراک,22903901709044823,0.05,563000000,20.00,112600000.00,NULL,NULL
63,رادياتور ايران‌,IRO1RADI0001,34,NULL,661140,50185721305191887,1,ختور,NULL,ختور,50185721305191887,0.05,300000000,44.00,132000000.00,NULL,NULL
64,قطعات‌ اتومبيل‌ ايران‌,IRO1GHAT0001,34,NULL,4982065,70289374539527245,1,ختوقا,NULL,ختوقا,70289374539527245,0.05,1100000000,48.00,528000000.00,NULL,NULL
65,چرخشگر,IRO1CHAR0001,34,NULL,6402868,33783140337377394,1,خچرخش,NULL,خچرخش,33783140337377394,0.05,952100000,25.00,238025000.00,NULL,NULL
66,صنايع‌ريخته‌گري‌ايران‌,IRO1RIIR0001,34,NULL,15105740,12752224677923341,1,خريخت,NULL,خریخت,12752224677923341,0.05,1260000000,50.00,630000000.00,NULL,NULL
67,رينگ‌سازي‌مشهد,IRO1RINM0001,34,NULL,2496879,45895339414786358,1,خرينگ,NULL,خرینگ,45895339414786358,0.05,445000000,50.00,222500000.00,NULL,NULL
68,زامياد,IRO1ZMYD0001,34,NULL,15475085,2589887561569709,1,خزاميا,NULL,خزامیا,2589887561569709,0.05,5530000000,51.00,2820300000.00,NULL,NULL
69,فنرسازي‌زر,IRO1FNAR0001,34,NULL,6502796,32821908911812078,1,خزر,NULL,خزر,32821908911812078,0.05,800000000,30.00,240000000.00,NULL,NULL
70,سايپا,IRO1SIPA0001,34,NULL,7541478,44891482026867833,1,خساپا,NULL,خساپا,44891482026867833,0.05,39270000000,23.00,9032100000.00,NULL,NULL
71,الكتريك‌ خودرو شرق‌,IRO1KHSH0001,34,NULL,5472855,63915926161403347,1,خشرق,NULL,خشرق,63915926161403347,0.05,630000000,42.00,264600000.00,NULL,NULL
72,فنرسازي‌خاور,IRO1KFAN0001,34,NULL,3205745,28033133021443774,1,خفنر,NULL,خفنر,28033133021443774,0.05,200000000,11.00,22000000.00,NULL,NULL
73,ايركا پارت صنعت,IRO1KRIR0001,34,NULL,4909662,59217041815333317,1,خكار,NULL,خکار,59217041815333317,0.05,500000000,69.00,345000000.00,NULL,NULL
74,سايپا ديزل‌,IRO1SPDZ0001,34,9,NULL,NULL,1,خكاوه,بازار پایه ب,خکاوه,64842837716888827,0.10,NULL,NULL,NULL,NULL,NULL
75,كمك‌فنرايندامين‌,IRO1INDM0001,34,NULL,3881988,19257295292088310,1,خكمك,NULL,خکمک,19257295292088310,0.05,320860000,39.00,125135400.00,NULL,NULL
76,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,IRO1GOST0001,34,NULL,600000,48990026850202503,1,خگستر,NULL,خگستر,48990026850202503,0.05,2400000000,32.00,768000000.00,NULL,NULL
77,لنت‌ ترمزايران‌,IRO1LENT0001,34,NULL,712423,14957056743925737,1,خلنت,NULL,خلنت,14957056743925737,0.05,88000000,24.00,21120000.00,NULL,NULL
78,نيرو محركه‌,IRO1NMOH0001,34,NULL,2773002,39436183727126211,1,خمحركه,NULL,خمحرکه,39436183727126211,0.05,1020000000,20.00,204000000.00,NULL,NULL
79,توليدمحورخودرو,IRO1TMKH0001,34,NULL,3316310,7457232989848872,1,خمحور,NULL,خمحور,7457232989848872,0.05,420740000,8.00,33659200.00,NULL,NULL
80,مهركام‌پارس‌,IRO1MHKM0001,34,NULL,10972131,17330546482145553,1,خمهر,NULL,خمهر,17330546482145553,0.05,1860000000,36.00,669600000.00,NULL,NULL
81,موتورسازان‌تراكتورسازي‌ايران‌,IRO1MSTI0001,34,NULL,6598047,57273529732791251,1,خموتور,NULL,خموتور,57273529732791251,0.05,1430000000,15.00,214500000.00,NULL,NULL
82,مهندسي‌نصيرماشين‌,IRO1MNSR0001,34,NULL,3111000,17834623106317041,1,خنصير,NULL,خنصیر,17834623106317041,0.05,207170000,43.00,89083100.00,NULL,NULL
83,ايران‌ خودرو,IRO1IKCO0001,34,NULL,3775009,65883838195688438,1,خودرو,NULL,خودرو,65883838195688438,0.05,15300000000,27.00,4131000000.00,NULL,NULL
84,محورسازان‌ايران‌خودرو,IRO1MESI0001,34,NULL,7386615,31879190587976736,1,خوساز,NULL,خوساز,31879190587976736,0.05,1120000000,36.00,403200000.00,NULL,NULL
85,سرمايه‌گذاري‌ رنا(هلدينگ‌,IRO1RENA0001,34,NULL,16767270,7385624172574740,1,ورنا,NULL,ورنا,7385624172574740,0.05,7960000000,25.00,1990000000.00,NULL,NULL
86,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,IRO1GMEL0001,19,NULL,572495,41796741644273824,1,وملي,NULL,وملی,41796741644273824,0.05,247360000,2.00,4947200.00,NULL,NULL
87,داده‌پردازي‌ايران‌,IRO1DADE0001,72,NULL,3031222,65999092673039059,1,مداران,NULL,مداران,65999092673039059,0.05,650000000,22.00,143000000.00,NULL,NULL
88,ايران‌ارقام‌,IRO1IAGM0001,72,NULL,3437135,23838634016123354,1,مرقام,NULL,مرقام,23838634016123354,0.05,500000000,62.00,310000000.00,NULL,NULL
89,كارت اعتباري ايران كيش,IRO1RKSH0001,72,NULL,6957974,27952969918967492,1,ركيش,NULL,رکیش,27952969918967492,0.05,2600000000,16.00,416000000.00,NULL,NULL
90,خدمات‌انفورماتيك‌,IRO1INFO0001,72,NULL,3360000,40505767672724777,1,رانفور,NULL,رانفور,40505767672724777,0.05,8400000000,4.00,336000000.00,NULL,NULL
91,تجارت الكترونيك پارسيان,IRO1EPRS0001,72,NULL,1457363,41048299027409941,1,رتاپ,NULL,رتاپ,41048299027409941,0.05,3640000000,13.00,473200000.00,NULL,NULL
92,آسان پرداخت پرشين,IRO1APPE0001,72,NULL,2388003,55254206302462116,1,آپ,NULL,آپ,55254206302462116,0.05,2650000000,9.00,238500000.00,NULL,NULL
93,به پرداخت ملت,IRO1PRKT0001,72,NULL,1751804,59607545337891226,1,پرداخت,NULL,پرداخت,59607545337891226,0.05,1450000000,7.00,101500000.00,NULL,NULL
94,پرداخت الكترونيك سامان كيش,IRO1SEPK0001,72,NULL,2867795,71856634742001725,1,سپ,NULL,سپ,71856634742001725,0.05,3000000000,7.00,210000000.00,NULL,NULL
95,همكاران سيستم,IRO1SYSM0001,72,NULL,3533569,47749661205825616,1,سيستم,NULL,سیستم,47749661205825616,0.05,1260000000,25.00,315000000.00,NULL,NULL
96,ملي كشت و صنعت و دامپروري پارس,IRO1ZPRS0001,1,NULL,1027834,33420285433308219,1,زپارس,NULL,زپارس,33420285433308219,0.05,325340000,14.00,45547600.00,NULL,NULL
97,كشاورزي‌ ودامپروي‌ مگسال‌,IRO1MAGS0001,1,NULL,2474513,5054819322815158,1,زمگسا,NULL,زمگسا,5054819322815158,0.05,300000000,21.00,63000000.00,NULL,NULL
98,كارخانجات‌مخابراتي‌ايران‌,IRO1KMOA0001,32,9,NULL,NULL,1,لكما,بازار پایه ب,لکما,45641540066710190,0.10,NULL,NULL,NULL,NULL,NULL
99,صنايع‌مخابراتي‌راه‌دورايران‌,IRO1SMRI0001,32,NULL,NULL,NULL,0,لمخابر,NULL,لمخابر,NULL,0.05,NULL,NULL,NULL,1,NULL
100,كارخانجات‌ صنعتي‌ پيام‌,IRO1PYAM0001,32,10,NULL,NULL,1,لپيام,بازار پایه ج,لپیام,793710053482057,0.10,NULL,NULL,NULL,NULL,NULL
101,توليدي‌ جام‌ جهان‌ نما,IRO1JJNM0001,32,NULL,NULL,NULL,0,لجام,NULL,لجام,NULL,0.05,NULL,NULL,NULL,1,NULL
102,پارس‌ الكتريك‌,IRO1PELC0001,32,NULL,812150,5187018329202415,1,لپارس,NULL,لپارس,5187018329202415,0.05,300000000,31.00,93000000.00,NULL,NULL
103,توليدي چدن سازان,IRO1CHDN0001,28,NULL,3989150,12329519546621752,1,چدن,NULL,چدن,12329519546621752,0.05,1000000000,31.00,310000000.00,NULL,NULL
104,سوليران‌,IRO1SOLI0001,28,9,NULL,NULL,1,فسلير,بازار پایه ب,فسلیر,43026118635839182,0.10,NULL,NULL,NULL,NULL,NULL
105,لاميران‌,IRO1LAMI0001,28,NULL,687200,25286509736208688,1,فلامي,NULL,فلامی,25286509736208688,0.05,60000000,21.00,12600000.00,NULL,NULL
106,گسترش‌صنايع‌انرژي‌آذرآب‌,IRO1ENAZ0001,28,10,NULL,NULL,1,فنرژي,بازار پایه ج,فنرژی,63965059137798192,0.10,NULL,NULL,NULL,NULL,NULL
107,صنايع‌ آذرآب‌,IRO1AZAB0001,28,NULL,2795326,38547060135156069,1,فاذر,NULL,فاذر,38547060135156069,0.05,1000000000,55.00,550000000.00,NULL,NULL
108,ماشين‌ سازي‌ اراك‌,IRO1MARK0001,28,NULL,8191350,20865316761157979,1,فاراك,NULL,فاراک,20865316761157979,0.05,6290000000,28.00,1761200000.00,NULL,NULL
109,صنعتي‌ آما,IRO1SAMA0001,28,NULL,3484078,34673681828119297,1,فاما,NULL,فاما,34673681828119297,0.05,900000000,18.00,162000000.00,NULL,NULL
110,صنايع‌بسته‌بندي‌ مشهد,IRO1BMAS0001,28,10,NULL,NULL,1,فبستم,بازار پایه ج,فبستم,4159532151694984,0.10,NULL,NULL,NULL,NULL,NULL
111,بسته‌ بندي‌ ايران‌,IRO1BIRI0001,28,9,63315,31892548539456357,1,فبيرا,بازار پایه ب,فبیرا,49399017998386087,0.10,NULL,NULL,NULL,NULL,NULL
112,جام‌دارو,IRO1JAMD0001,28,NULL,1299241,30765727085936322,1,فجام,NULL,فجام,30765727085936322,0.05,120000000,37.00,44400000.00,NULL,NULL
113,جوش‌ و اكسيژن‌ ايران‌,IRO1JSHO0001,28,10,NULL,NULL,1,فجوش,بازار پایه ج,فجوش,64485827086284311,0.10,NULL,NULL,NULL,NULL,NULL
114,آبگينه‌,IRO1ABGN0001,54,10,75120,56040335629505100,1,كابگن,بازار پایه ج,کابگن,10654052153538617,0.10,NULL,NULL,NULL,NULL,NULL
115,فرآورده‌هاي‌نسوزآذر,IRO1NSAZ0001,54,NULL,1739312,49353447565507376,1,كاذر,NULL,کاذر,49353447565507376,0.05,450000000,68.00,306000000.00,NULL,NULL
116,پشم‌شيشه‌ايران‌,IRO1PSIR0001,54,NULL,1357626,57639364758870873,1,كپشير,NULL,کپشیر,57639364758870873,0.05,150000000,28.00,42000000.00,NULL,NULL
117,ايتالران‌,IRO1ITAL0001,54,10,12000,13196430375349226,1,كايتا,بازار پایه ج,کایتا,45608932669358493,0.10,NULL,NULL,NULL,NULL,NULL
118,ايرانيت‌,IRO1IRNT0001,54,10,NULL,NULL,1,سايرا,بازار پایه ج,سایرا,62558705479545830,0.10,NULL,NULL,NULL,NULL,NULL
119,كارخانه‌فارسيت‌درود,IRO1FRDO0001,54,10,96768,62422436072345198,1,سفارود,بازار پایه ج,سفارود,4686607974846832,0.10,NULL,NULL,NULL,NULL,NULL
120,فارسيت‌ اهواز,IRO1SFAS0001,54,NULL,NULL,NULL,0,سفاسيت,NULL,سفاسیت,NULL,0.05,NULL,NULL,NULL,1,NULL
121,پرميت,IRO1PRMT0001,54,10,NULL,NULL,1,سپرمي,بازار پایه ج,سپرمی,27668158733246204,0.10,NULL,NULL,NULL,NULL,NULL
122,سيمان آبيك,IRO1ABIK0001,54,NULL,NULL,NULL,1,سابيك,NULL,سابیک,70883594945615893,0.05,1800000000,0.00,0.00,NULL,NULL
123,آذريت‌,IRO1AZRT0001,54,9,NULL,NULL,1,ساذري,بازار پایه ب,ساذری,64155926828410021,0.10,NULL,NULL,NULL,NULL,NULL
124,شيشه‌ همدان‌,IRO1SHMD0001,54,NULL,2446184,67206358287598044,1,كهمدا,NULL,کهمدا,67206358287598044,0.05,1150000000,45.00,517500000.00,NULL,NULL
125,ورزيران‌,IRO1VARZ0001,54,10,NULL,NULL,1,كورز,بازار پایه ج,کورز,42049553761321495,0.10,NULL,NULL,NULL,NULL,NULL
126,سايپاشيشه‌,IRO1SISH0001,54,NULL,2512437,28325731560106431,1,كساپا,NULL,کساپا,28325731560106431,0.05,230000000,33.00,75900000.00,NULL,NULL
127,سراميك‌هاي‌صنعتي‌اردكان‌,IRO1ARDK0001,54,NULL,1832374,4614779520007780,1,كسرا,NULL,کسرا,4614779520007780,0.05,580000000,82.00,475600000.00,NULL,NULL
128,پارس‌ سرام‌,IRO1PSER0001,54,NULL,491589,NULL,1,كسرام,NULL,کسرام,20560887114747719,0.05,60000000,69.00,41400000.00,NULL,NULL
129,كارخانجات‌توليدي‌شيشه‌رازي‌,IRO1TSRZ0001,54,NULL,3252244,57086055330734195,1,كرازي,NULL,کرازی,57086055330734195,0.05,850000000,42.00,357000000.00,NULL,NULL
130,صنايع‌خاك‌چيني‌ايران‌,IRO1KCHI0001,54,NULL,1127701,16405556680571453,1,كخاك,NULL,کخاک,16405556680571453,0.05,500000000,13.00,65000000.00,NULL,NULL
131,فرآورده‌هاي‌ نسوز پارس‌,IRO1NSPS0001,54,NULL,379752,19471788163911687,1,كفپارس,NULL,کفپارس,19471788163911687,0.05,100000000,36.00,36000000.00,NULL,NULL
132,فراورده‌ هاي‌ نسوزايران‌,IRO1NASI0001,54,NULL,1080684,23837844039713715,1,كفرا,NULL,کفرا,23837844039713715,0.05,372890000,34.00,126782600.00,NULL,NULL
133,شيشه‌ قزوين‌,IRO1SHQZ0001,54,10,NULL,NULL,1,كقزوي,بازار پایه ج,کقزوی,63499217872110599,0.10,NULL,NULL,NULL,NULL,NULL
134,شيشه‌ و گاز,IRO1SGAZ0001,54,NULL,100000,62346804681275278,1,كگاز,NULL,کگاز,62346804681275278,0.05,450000000,24.00,108000000.00,NULL,NULL
135,ليزينگ ايرانيان,IRO1LIRZ0001,58,NULL,6242977,3149396562827132,1,وايران,NULL,وایران,3149396562827132,0.05,1000000000,23.00,230000000.00,NULL,NULL
136,ليزينگ پارسيان,IRO1LPRS0001,58,NULL,NULL,NULL,1,ولپارس,NULL,ولپارس,48241092863917835,0.05,1300000000,0.00,0.00,NULL,NULL
137,ليزينگ رايان‌ سايپا,IRO1RSAP0001,58,NULL,13027619,45174198424472334,1,ولساپا,NULL,ولساپا,45174198424472334,0.05,9040000000,34.00,3073600000.00,NULL,NULL
138,ليزينگ‌صنعت‌ومعدن‌,IRO1LSMD0001,58,NULL,10302905,71744682148776880,1,ولصنم,NULL,ولصنم,71744682148776880,0.05,2000000000,11.00,220000000.00,NULL,NULL
139,ليزينگ‌خودروغدير,IRO1LKGH0001,58,NULL,8087997,23086515493897579,1,ولغدر,NULL,ولغدر,23086515493897579,0.05,530000000,36.00,190800000.00,NULL,NULL
140,واسپاري ملت,IRO1VLMT0001,58,NULL,8922198,11403770140000603,1,ولملت,NULL,ولملت,11403770140000603,0.05,800000000,12.00,96000000.00,NULL,NULL
141,ليزينگ‌ايران‌,IRO1LZIN0001,58,NULL,2215134,20946530370469828,1,وليز,NULL,ولیز,20946530370469828,0.05,600000000,43.00,258000000.00,NULL,NULL
142,سرمايه‌ گذاري‌ صنعت‌ ومعدن‌,IRO1SNMA0001,56,NULL,8804367,57309221039930244,1,وصنعت,NULL,وصنعت,57309221039930244,0.05,4500000000,15.00,675000000.00,NULL,NULL
143,سرمايه‌گذاري‌ سايپا,IRO1SSAP0001,56,NULL,18214936,37614886280396031,1,وساپا,NULL,وساپا,37614886280396031,0.05,10680000000,25.00,2670000000.00,NULL,NULL
144,سرمايه‌گذاري‌ سپه‌,IRO1SPAH0001,56,NULL,10692900,2328862017676109,1,وسپه,NULL,وسپه,2328862017676109,0.05,6690000000,25.00,1672500000.00,NULL,NULL
145,گروه‌صنايع‌بهشهرايران‌,IRO1GBEH0001,56,NULL,8457375,46982154647719707,1,وصنا,NULL,وصنا,46982154647719707,0.05,1800000000,8.00,144000000.00,NULL,NULL
146,سرمايه گذاري خوارزمي,IRO1IKHR0001,56,NULL,10893246,7395271748414592,1,وخارزم,NULL,وخارزم,7395271748414592,0.05,12500000000,51.00,6375000000.00,NULL,NULL
